Title,Latitude,Longitude,Person,Category,Notes,Wikidata,Image,Copyright
James S.T. Stranahan Monument,40.6721547,-73.9695355,James S.T. Stranahan,Politician,,,,
Jan Karski Statue,38.9087935,-77.0718417,Jan Karski,Other,Resistance Fighter,,,
Jan Karski Statue,40.749658,-73.9812231,Jan Karski,Other,Resistance Fighter,,,
Jane Addams Statue,36.8124971,-119.7497847,Jane Addams,Social Reformer,,,,
Jane Wilkes Statue,35.2062033,-80.8371362,Jane Renwick Smedberg Wilkes,Other,Nurse,,,
Jean Baptiste Pointe DuSable Statue,41.8893299,-87.624029,Jean Baptiste Pointe DuSable,Founder,,,,
Rochambeau Statue,38.8990193,-77.0377193,"Jean-Baptiste Donatien de Vimeur, comte de Rochambeau",Military,,,,
Jersey Joe Walcott Statue,39.9432947,-75.1308965,Jersey Joe Walcott,Sports,,,,
Jesse Owens Statue,41.5023278,-81.6981653,Jesse Owens,Sports,,,,
Jessie Owens Statue,41.5022916418862,-81.69819748644,Jessie Owens,Sports,,,,
Big Mountain Jesus,48.493523,-114.3601807,Jesus,Religious,,,,
Statue of Jesus,29.9344064,-90.1215993,Jesus,Religious,,,,
Christ of the Ozarks,36.4089164,-93.725115,Jesus Christ,Religious,,,,
Mount Cristo Rey,31.7872566,-106.545789,Jesus Christ,Religious,,,,
The Christ Statue,38.861631,-82.1347272,Jesus Christ,Religious,,,,
Jim Brown Statue,41.5060631,-81.6978635,Jim Brown,Sports,,,,
Jim Thorpe Memorial Hall,40.8774292,-75.7251243,Jim Thorpe,Sports,,,,
President Jimmy Carter Statue,44.0805815,-103.2230876,Jimmy Carter,President,,,,
Statue of Jimmy Carter,33.7493913,-84.3882726,Jimmy Carter,President,,,,
Joan of Arc Monument,40.7941,-73.9765214,Joan of Arc,Historical,,,,
Joan of Arc Statue,39.9664813,-75.1791667,Joan of Arc,Historical,,,,
Joan of Arc statue,37.784684,-122.4998251,Joan of Arc,Historical,,,,
"Joan of Arc, Maid of Orleans",29.9589737,-90.0607007,Joan of Arc,Historical,,,,
"Joan of Arc, Portland,Oregon",45.5263281,-122.6230106,Joan of Arc,Historical,,,,
Joe Frazier statue,39.9043997,-75.1689224,Joe Frazier,Sports,,,,
Monument to Joe Louis 'The Fist',42.3286592,-83.0445358,Joe Louis 'The Fist',Sports,,,,
Joe Palooka Monument,41.1963523,-75.8891867,Joe Palooka,Sports,,,,
Statue of Joey Giardello (Legendary Philadelphia Boxer),39.9266398,-75.1671347,Joey Giardello,Sports,,,,
John A. Snowshoe Thompson,39.0039173,-119.845914,John A. “Snowshoe” Thompson,Pioneer,,,,
John A. Lejeune Statue,34.6648378,-77.3478739,John A. Lejeune,Military,,,,
Equestrian statue of John A. Logan,38.9096486,-77.0296148,John A. Logan,Politician,,,,
John A. Roebling Statue,40.2383522,-74.7917146,John A. Roebling,Industrialist,,,,
Major General Rawlins Statue,38.8957102,-77.0437656,John Aaron Rawlins,Military,,,,
John Adams Statue,42.2536072,-71.0071361,John Adams,President,,,,
John Albert Johnson Statue,44.3221248,-93.9584539,John Albert Johnson,Politician,,,,
Lejeune Statue,38.978895,-76.4840593,John Archer Lejeune,Military,,,,
John Augustus Roebling Statue,39.0909658,-84.5084134,John Augustus Roebling,Industrialist,,,,
Commodore John Barry Memorial,38.9779604,-76.4853772,John Barry,Military,,,,
Commodore John Barry Statue,38.9019381,-77.0317057,John Barry,Military,,,,
Basilone Statue and Park,40.565167,-74.6390368,John Basilone,Military,,,,
Major General John Buford Monument,39.8379366,-77.2516352,John Buford,Military,,,,
John Burns Memorial,39.83595,-77.25273,John Burns,Military,,,,
John C. Breckinridge Memorial,38.0584289,-84.5082733,John C. Breckinridge,Politician,,,,
John Carroll Statue,38.9075606,-77.0722829,John Carroll,Founder,,,,
John Christian Bullitt,39.953057,-75.1630536,John Christian Bullitt,Politician,,,,
John Dill Statue,38.8807561660894,-77.0698444452328,John Dill,Military,,,,
John Eager Howard Statue,39.2984117,-76.6157254,John Eager Howard,Politician,,,,
John F Kennedy Statue,42.3575533,-71.0643654,John F Kennedy,President,,,,
John F. Kennedy's Head,36.5830369,-93.3011981,John F Kennedy,President,,,,
J.F.K. Memorial,40.6742692,-73.9701769,John F. Kennedy,President,,,,
JFK Bronze Statue,38.8939999,-77.0557251,John F. Kennedy,President,,,,
JFK Memorial,32.7519931,-97.3292357,John F. Kennedy,President,,,,
JFK Memorial Park,40.351722,-79.865596,John F. Kennedy,President,,,,
President John F. Kennedy Statue,44.0799377,-103.2275086,John F. Kennedy,President,,,,
Major General John Fulton Reynolds,39.9532091,-75.1637159,John F. Reynolds,Military,,,,
Statue of Major General John F. Reynolds,39.8213312,-77.2303603,John F. Reynolds,Military,,,,
John Ford Statue,43.6545998,-70.2572981,John Ford,Arts,,,,
John Harvard Statue,42.3744747,-71.1172056,John Harvard,Founder,,,,
John Henry Monument,37.649564,-80.7667495,John Henry,Sports,,,,
John J. McGraw Monument,42.7120303,-76.0326504,John J. McGraw,Sports,,,,
John James Audubon Statue,39.0915495,-84.5040644,John James Audubon,Scientist,,,,
John Johnson,44.9544935,-93.1023261,John Johnson,Publisher,,,,
John Kelley Statue,41.3545114,-71.9719837,John Kelley,Sports,,,,
John Marshall Statue,38.8933475432903,-77.0175610068586,John Marshall,Politician,,,,
John Marshall Statue,38.4228129,-82.4299774,John Marshall,Politician,,,,
John Montgomery Statue,36.527788,-87.3605177,John Montgomery,Patriot,,,,
Captain John Mullan Trail Statue,47.5065923,-111.30642,John Mullan,Military,,,,
John Paul Jones Memorial,38.88825,-77.0394667,John Paul Jones,Military,,,,
John Peter Altgeld Monument,41.9321944,-87.6375225,John Peter Altgeld,Politician,,,,
President John Quincy Adams Statue,44.0818289,-103.2308657,John Quincy Adams,President,,,,
John Simpson Chisum Statue,33.3970621,-104.5233588,John Simpson Chisum,Industrialist,Cattle Rancher,,,
John Stark Statue,43.206884,-71.5373763,John Stark,Military,,,,
President John Tyler Statue,37.5337264,-77.4563557,John Tyler,President,,,,
President John Tyler Grave,44.0814829,-103.2286223,John Tyler Grave,President,,,,
John W. Heisman Memorial Statue,41.0715934,-81.5091951,John W. Heisman,Sports,,,,
John W. Thomas Statue,36.1488385,-86.8135535,John W. Thomas,Industrialist,businessman and President of the Tennessee Centennial and International Exposition,,,
John Wanamaker,39.9526606,-75.1627275,John Wanamaker,Entrepreneur,,,,
John Wareing Statue,36.845489,-75.9735487,John Wareing,Sports,,,,
John William Mackay,39.5391534,-119.8144047,John William Mackay,Industrialist,,,,
Governor John Winant Statue,43.2072408,-71.5385837,John Winant,Politician,,,,
John Winthrop Statue,42.3537326,-71.0750076,John Winthrop,Pioneer,,,,
John Witherspoon Statue,38.9071046,-77.042613,John Witherspoon,Other,,,,
John Witherspoon Statue in Princeton University,40.3486297,-74.6579622,John Witherspoon,Other,,,,
Memorial to John Wooden,39.7642573,-86.1583669,John Wooden,Sports,,,,
Johnny Bench statue,39.0974453,-84.5085214,Johnny Bench,Sports,,,,
Johnny Kilbane Sculpture,41.4869754,-81.7360659,Johnny Kilbane,Sports,,,,
Johnny Mercer Historic Marker,32.0806443,-81.0942131,Johnny Mercer,Arts,,,,
Jose Bonifacio de Andrada e Silva Statue,40.7538142,-73.9846554,Jose Bonifacio de Andrada e Silva,Scientist,,,,
José de San Martín Monument,38.8950302,-77.0452502,José de San Martín,Military,,,,
José Gervasio Artigas Statue,38.892356061264,-77.0415851188322,José Gervasio Artigas,Politician,,,,
Jose Marti Bust,26.7156375,-80.0508996,Jose Marti,Arts,,,,
Joshua Chamberlain Monument,43.9102886,-69.963224,Joshua Chamberlain,Military,,,,
Juan Bautista de Anza Statue,37.7283725,-122.4936353,Juan Bautista de Anza,Politician,,,,
Juan Marichal Statue,37.7772879,-122.3904419,Juan Marichal,Sports,,,,
Juan Pablo Duarte,40.7226063,-74.0054686,Juan Pablo Duarte,Military,,,,
Juan Pablo Duarte Statue,41.7911179,-71.4096187,Juan Pablo Duarte,Military,,,,
Juan Ponce de Leon Memorial,29.8925202,-81.3112343,Juan Ponce de León,Explorer,,,,
Juan Ponce de León Statue,30.116542,-81.3458854,Juan Ponce de León,Explorer,,,,
Statue of Juana Maria and Child,34.4245626,-119.7057268,Juana Maria and Child,Native American,,,,
Julia Tuttle statue,25.7734541,-80.185607,Julia Tuttle,Industrialist,,,,
Julius Caesar Statue at Caesars Palace Las Vegas,36.1173583,-115.1732404,Julius Caesar,Historical,,,,
Junipero Serra Statue,37.538453,-122.3634737,Junipero Serra,Founder,,,,
DR JUSTINA L. FORD: The Lady Doctor Statue,39.7587867,-104.973766,Justina L. Ford,Doctor,,,,
Kareem Abdul Jabbar Statue,34.0436399,-118.2658085,Kareem Abdul Jabbar,Sports,,,,
Dr Kathleen Cooper Wright Statue,26.1146425,-80.1400662,Kathleen Cooper Wright,Other,Educator,,,
Keith Whitley Memorial Statue,38.1044644,-83.1186667,Keith Whitley,Arts,,,,
Kelly Slater statue,28.3265627,-80.6096912,Kelly Slater,Sports,,,,
Ken Griffey Jr. Statue,47.5904386,-122.3339671,Ken Griffey Jr.,Sports,,,,
Mayor Kevin White Statue,42.3602363,-71.0567226,Kevin White,Politician,,,,
King Jagiello Monument,40.7789349,-73.966695,King Jagiello,Royalty,,,,
Kunta Kinte,38.9776304,-76.4869975,Kunta Kinte,Arts,Fictional,,,
Lafayette Memorial,40.6645044,-73.9765878,Lafayette,Military,,,,
Lafayette and Washington Monument,40.8036819,-73.958024,"Lafayette, George Washington","Military, President",,,,
Lajos Kossuth Monument,40.8068592,-73.9672962,Lajos Kossuth,Politician,,,,
Leif Erickson statue,34.1081046,-118.3082899,Leif Erickson,Explorer,,,,
Leif Erickson Statue,42.3490205,-71.0913583,Leif Erickson,Explorer,,,,
"“Leif, the Discoverer” by Anne Whitney",43.0441546,-87.8974593,Leif Erikson,Explorer,,,,
Leif Erikson,37.0599177,-76.4878582,Leif Erikson,Explorer,,,,
Lewis & Clark Statue,38.2759089,-85.7631033,Lewis & Clark,Explorer,,,,
Lewis & Clark and Sakakawea Sculptures,46.8232423,-100.8280561,Lewis & Clark and Sakakawea Sculptures,Explorer,,,,
Lewis and Clark Memorial,47.8200484,-110.6644754,Lewis and Clark,Explorer,,,,
Lewis And Clark Statue,47.5237551,-111.247,Lewis And Clark,Explorer,,,,
Lin Zexu statue ( 林則徐 銅像 ),40.7134139,-73.9981605,Lin Zexu ( 林則徐 銅像 ),Politician,,,,
Little Gracie Watson,32.0428956,-81.0450469,Little Gracie Watson,Other,,,,
Statue of Lucien B. Maxwell,36.511,-104.9162,Lucien B. Maxwell,Pioneer,,,,
LBJ Statue,29.8892343,-97.9402936,Lyndon B. Johnson,President,,,,
President Lyndon B. Johnson Statue,44.0807566,-103.2311792,Lyndon B. Johnson,President,,,,
Mad Anne Bailey Statue,38.8404999,-82.1406797,Mad Anne Bailey,Pioneer,,,,
Magic Johnson Statue,34.0436018,-118.2659094,Magic Johnson,Sports,,,,
Magic Johnson Statue,42.7273275,-84.4917931,Magic Johnson,Sports,,,,
Mahatma Gandhi Monument,29.7211551,-95.3883609,Mahatma Gandhi,Social Reformer,,,,
Dr Mao Yisheng Statue,40.4417635,-79.9454401,Mao Yisheng,Scientist,,,,
Marcus Alonzo Hanna monument,41.5043679,-81.6117581,Marcus Alonzo Hanna,Politician,,,,
Margaret Haughery Statue,29.9407007,-90.0721522,Margaret Haughery,Other,"Philanthropist, “mother of Orphans”",,,
Marian A. Spencer Statue,39.0955156,-84.5098797,Marian A. Spencer,Politician,,,,
Marietta Johnson Statue,30.5231237,-87.911802,Marietta Johnson,Other,Educator,,,
'Forever Marilyn' Monroe statue by Seward Johnson,38.7840192,-77.0147917,Marilyn Monroe,Arts,,,,
Marion Motley Memorial Statue,40.8210478,-81.3956518,Marion Motley,Sports,,,,
Marquis de Lafayette Statue,39.2972034,-76.6156499,Marquis de Lafayette,Military,,,,
Dr Martin Luther King Jr Memorial,26.3615472,-80.0837454,Martin Luther King Jr,Civil Rights,,,,
MLK Jr. Park,42.904977,-78.839682,Martin Luther King Jr,Civil Rights,,,,
"MLK Memorial - Harrisburg, PA",40.2506325,-76.8503625,Martin Luther King Jr,Civil Rights,,,,
MLK Statue,41.0299631,-73.7694155,Martin Luther King Jr,Civil Rights,,,,
Dr. Martin Luther King Jr. Plaza,30.4145693,-87.2157984,Martin Luther King Jr.,Civil Rights,,,,
Dr. Martin Luther King Jr. Statue,29.6728871,-95.3579093,Martin Luther King Jr.,Civil Rights,,,,
"Dr. Martin Luther King, Jr. Statue",35.2193381,-80.8382877,Martin Luther King Jr.,Civil Rights,,,,
Martin Luther King Jr. Landmark Memorial,26.732537,-80.0493549,Martin Luther King Jr.,Civil Rights,,,,
"Martin Luther King, Jr. Memorial",38.8862795,-77.0442553,"Martin Luther King, Jr.",Civil Rights,,,,
The Dream statue,45.529591,-122.6622973,"Martin Luther King, Jr.",Civil Rights,,,,
Martin Van Buren Statue,42.3950236,-73.6985528,Martin Van Buren,President,,,,
President Martin Van Buren Statue,44.0813101,-103.2290344,Martin Van Buren,President,,,,
Dr. Mary E. Walker Statue,43.4154055,-76.5334155,Mary E. Walker,Scientist,,,,
Mary Jackson Statue,37.0192237,-76.3395166,Mary Jackson,Scientist,,,,
Mary McLeod Bethune Statue,38.8898084,-76.9891606,Mary McLeod Bethune,Other,Educator,,,
Mary Peake Statue,37.0192237,-76.3395166,Mary Peake,Other,Educator,,,
Mary Schenley Memorial Fountain,40.4419827,-79.9518791,Mary Schenley,Other,Philanthropist,,,
Massasoit Statue,41.9576355,-70.6623925,Massasoit,Native American,,,,
"Commodore Matthew C. Perry statue (John Quincy Adams Ward, 1869)",41.4856124,-71.3091787,Matthew C. Perry,Military,,,,
"Matthew J. Perry, Jr. Statue",34.0096381,-81.0417438,"Matthew J. Perry, Jr.",Politician,,,,
Commodore Perry,41.5605465,-83.6301422,Matthew Perry,Military,,,,
Matthias William Baldwin,39.9531046,-75.1639162,Matthias William Baldwin,Inventor,,,,
Mercy Otis Warren Statue,41.7016989,-70.3044974,Mercy Otis Warren,Patriot,,,,
Mickey Mantle Statue,35.4653212,-97.5088778,Mickey Mantle,Sports,,,,
Miguel Hidalgo Statue,37.7597368,-122.4276897,Miguel Hidalgo,Founder,,,,
Mike Schmidt Statue,39.9049861,-75.1681311,Mike Schmidt,Sports,,,,
Miles Morgan Statue,42.1012733,-72.5889067,Miles Morgan,Pioneer,,,,
Millard Fillmore Statue,44.0808038,-103.2328036,Millard Fillmore,President,,,,
Millard Fillmore Statue,44.0808013545843,-103.232819605672,Millard Fillmore,President,,,,
Gandhiji Statue by Anil R Sutar,47.6195738,-122.1944814,Mohandas Gandhi,Social Reformer,,,,
Mohandas Gandhi Statue,33.7566649,-84.3732388,Mohandas Gandhi,Social Reformer,,,,
Molly Goodnight statue,35.0305982,-101.1834865,Molly Goodnight,Other,Pioneer,,,
Statue of Morley's Dog,40.3262309,-78.9199853,Morley's Dog,Animal,,,,
Mother Catherine Spalding Statue,38.2520611,-85.758942,Mother Catherine Spalding,Other,Educator,,,
Mother Teresa Monument,43.0376641,-87.9316252,Mother Teresa,Religious,,,,
Mother Teresa Statue,40.6938347,-74.9183634,Mother Teresa,Religious,,,,
Mount Rushmore National Memorial,43.8803357,-103.4537746,Mount Rushmore National,President,,,,
Mustafa Kemal Ataturk Statue,38.9117724,-77.0508203,Mustafa Kemal Ataturk,Politician,,,,
Myles Standish Monument State Reservation,42.013482,-70.685051,Myles Standish,Pioneer,,,,
Nathan Hale Statue,38.9531634,-77.1432991,Nathan Hale,Patriot,,,,
Nathan Hale Statue,41.8906583969654,-87.6239476883536,Nathan Hale,Patriot,,,,
Nathan Hale Statue,40.7124182,-74.0063914,Nathan Hale,Patriot,,,,
Statue of Nathan Hale,41.8906688,-87.6239574,Nathan Hale,Patriot,,,,
Nathanael Greene Statue,38.8935855,-76.9995173,Nathanael Greene,Patriot,,,,
Nicky Hayden Memorial Statue,37.7750899,-87.1160808,Nicky Hayden,Sports,,,,
Nikola Tesla Park,42.883297,-78.8749334,Nikola Tesla,Scientist,,,,
Ninomiya Kinjiro Statue,34.0490903764422,-118.241674750906,Ninomiya Kinjiro,Scientist,,,,
Noahquageshik statue,42.9645234,-85.6768759,Noahquageshik,Native American,,,,
Nolan Ryan Statue,29.4241151,-95.2462032,Nolan Ryan,Sports,,,,
Octavius V. Catto Memorial,39.9517276,-75.1637244,Octavius V. Catto,Civil Rights,,,,
Bust of Oliver Hill,37.5464886,-77.4367285,Oliver Hill,Civil Rights,,,,
Memorial to Major General Oliver O. Howard,39.8219264,-77.2288817,Oliver O. Howard,Military,,,,
Statue of Oliver P. Morton,39.7686207,-86.1619182,Oliver P. Morton,Politician,,,,
Olivia Langdon Clemens Statue,42.0972059,-76.8127921,Olivia Langdon Clemens,Other,Wife of Samuel “Mark Twain” Clemens,,,
Otto Graham Statue,41.504729,-81.7004175,Otto Graham,Sports,,,,
Paris Gibson Statue,47.5096243,-111.3044506,Paris Gibson,Founder,,,,
Pat Head Summitt Statue,36.5117418,-87.3698432,Pat Head Summitt,Sports,,,,
Pat Nixon Statue,33.8583392,-118.0680354,Pat Nixon,Other,First Lady,,,
Pat Tillman Sculpture,33.5291535,-112.264048,Pat Tillman,Sports,,,,
Patrick Collins Statue,42.3522445,-71.0768946,Patrick Collins,Politician,,,,
Patrick Cudahy Statue,42.9592195,-87.8486417,Patrick Cudahy,Industrialist,,,,
Paul Revere Statue,42.3655863,-71.0532497,Paul Revere,Patriot,,,,
Paul Weeks Litchfield Statue,41.0666901,-81.4791691,Paul Weeks Litchfield,Inventor,,,,
Father Pedro Camps Memorial Monument,29.8929826,-81.3126777,Pedro Camps,Religious,,,,
Peter Francisco Statue,37.3040549,-77.2875198,Peter Francisco,Military,,,,
Peter Pan Monument,40.7751352,-73.9432613,Peter Pan,Other,Fictional,,,
Peyton Manning Statue,39.7613412,-86.162531,Peyton Manning,Sports,,,,
Major General Phil Kearny statue,38.8799309,-77.0743173,Phil Kearny,Military,,,,
Sheridan Monument,39.807137,-82.2993537,Philip H. Sheridan,Military,,,,
Philip Jaisohn Statue,38.9121022,-77.0511753,Philip Jaisohn,Social Reformer,,,,
Phillip Burton Statue,37.8051155,-122.4295619,Phillip Burton,Politician,,,,
Statue of Pierre LeMoyne Sieur d'Iberville,30.3950177,-88.9011195,Pierre LeMoyne Sieur d'Iberville,Military,,,,
Pocahontas Memorial Statue,37.2087238,-76.7783559,Pocahontas,Native American,,,,
Statue of Polyhymnia,40.7818078,-73.95922,Polyhymnia,Other,Fictional,,,
Statue of Ponce de Leon,29.9070167,-81.3143098,Ponce de Leon,Explorer,,,,
Pope John Paul II Statue,37.3876948,-121.9769471,Pope John Paul II,Religious,,,,
Professor Joseph Henry Statue,38.8891596,-77.0259818,Professor Joseph Henry,Scientist,,,,
Queen Anne Statue,39.0449949,-76.0652498,Queen Anne,Royalty,,,,
Queen Charlotte Walks in Her Garden Statue,35.2270696,-80.8406116,Queen Charlotte,Royalty,,,,
Rachel Carson Statue,41.524942,-70.672498,Rachel Carson,Scientist,,,,
Baer Square / Ralph Baer Memorial Bench,42.9924677,-71.4690402,Ralph Baer,Inventor,,,,
Dale-Earnhardt-Statue (Kannapolis),35.4968668,-80.6250479,Ralph Dale Earnhardt,Sports,,,,
Richard Hatcher Statue And Historical Marker,41.6033725,-87.3366248,Richard Hatcher,Politician,,,,
Richard M. Nixon,44.0796051,-103.2256967,Richard M. Nixon,President,,,,
Richard Oglesby Monument,41.9301427,-87.6370666,Richard Oglesby,Politician,,,,
Richard T. Greener Statue,33.9956612,-81.0279371,Richard T. Greener,Scholar,,,,
Roald Amundsen Statue,37.7699382,-122.5105267,Roald Amundsen,Explorer,,,,
Robert Emmet Statue,37.7702099,-122.4669978,Robert Emmet,Other,Irish Patriot,,,
Robert Fulton Statue,40.6797512,-73.9328814,Robert Fulton,Inventor,,,,
Robert Morris Plaza,40.2079019,-74.7755805,Robert Morris,Financier,,,,
Robert Morris Statue,39.9477036,-75.1485897,Robert Morris,Financier,,,,
Robert Ross Monument,42.7621668,-73.6700624,Robert Ross,Other,https://www.findagrave.com/memorial/7049815/robert-ross,,,
Robert Smalls Statue,32.4327694,-80.672324,Robert Smalls,Politician,,,,
Robert W. Woodruff Statue,33.7887472,-84.3843535,Robert W. Woodruff,Entrepreneur,,,,
Roberto Clemente Statue,40.4467778,-80.0039361,Roberto Clemente,Sports,,,,
Rocky Statue,39.9651331,-75.1792878,Rocky,Sports,Fictional,,,
Rocky Colavito Statue,41.5081027,-81.5989203,Rocky Colavito,Sports,,,,
Roger Williams,41.7854086322527,-71.4164455327383,Roger Williams,Sports,,,,
Rollo,46.8793474,-96.7923443,Rollo,Historical,,,,
President Ronald Reagan Statue,44.0817687,-103.2304682,Ronald Reagan,President,,,,
Ronald Reagan Statue,33.6113446,-117.8710369,Ronald Reagan,President,,,,
Ronald Reagan Statue,38.8494363,-77.0429689,Ronald Reagan,President,,,,
Worlds Largest Ronald Reagan Statue,30.4774445,-90.0963228,Ronald Reagan,President,,,,
Rosa Louise Parks Statue,42.9661442,-85.6720154,Rosa Louise Parks,Civil Rights,,,,
Rosa Parks Statue,37.0194332920856,-76.3397618217602,Rosa Parks,Civil Rights,,,,
Rosa Parks Statue: Continuing The Conversation,33.7729273,-84.3951174,Rosa Parks,Civil Rights,,,,
Senator Roscoe Conkling Monument,40.741226,-73.9882006,Roscoe Conkling,Politician,,,,
Judge Roy Hofheinz Statue,29.7239851,-95.3474567,Roy Hofheinz,Politician,,,,
Ruben Dario Park Statue,25.7693938,-80.356605,Ruben Dario,Arts,,,,
Rutherford B. Hayes,40.2987072,-83.0705069,Rutherford B. Hayes,President,,,,
Statue of Rutherford B. Hayes,40.2987031,-83.067932,Rutherford B. Hayes,President,,,,
Saint Bernadette Statue,38.9368216,-76.9851811,Saint Bernadette,Religious,,,,
Saint Francis and the Turtledoves Statue,38.9374616,-76.9856905,Saint Francis and the Turtledoves,Religious,,,,
Saint Ignatius of Loyola (statue),29.9357688,-90.1204868,Saint Ignatius of Loyola,Religious,,,,
Sakajawea with Lewis and Clark Wireframe Statue,45.9036991,-123.963866,Sakajawea with Lewis and Clark Wireframe,Explorer,,,,
Sakakawea Statue,46.819795,-100.7813006,Sakakawea,Explorer,,,,
Sam Davis Statue,44.3060189,-69.7821533,Sam Davis,Military,,,,
Sam Houston Statue at Hermann Park,36.1650958,-86.784234,Sam Houston,Founder,,,,
Samantha Smith Memorial Statue,29.7216039,-95.3909669,Samantha Smith,Social Reformer,,,,
Samuel Adams Statue,42.3600024,-71.0567765,Samuel Adams,President,,,,
Samuel De Champlain,44.4731579,-73.2041766,Samuel De Champlain,Explorer,,,,
Samuel F. B. Morse Statue,40.7725077,-73.9674711,Samuel F. B. Morse,Inventor,,,,
Samuel J. Tilden Monument,40.8062186,-73.9675513,Samuel J. Tilden,Politician,,,,
Seimone Augustus Statue,30.4152199,-91.1847767,Seimone Augustus,Sports,,,,
Shaquille O'Neal Statue,34.0434804,-118.2660765,Shaquille O'Neal,Sports,,,,
Lt. Sharon Lane Statue,40.7954745,-81.4038409,Sharon Lane,Miltary,,,,
Shaynowishkung Statue,47.4719602,-94.8793587,Shaynowishkung,Native American,,,,
The Shep Memorial,47.8166281,-110.667945,Shep,Animal,"Fort Benton's unofficial mascot,",,,
Sidney Lanier Monument,33.786046,-84.37495,Sidney Lanier,Arts,,,,
Sidney Sherman Monument,29.3048519,-94.7737564,Sidney Sherman,Miltary,,,,
Siegfried & Roy Monument,36.1229434,-115.1713923,"Siegfried Fischbacher, Roy Horn ",Entertainer,,,,
Simon Bolivar Sculpture,29.7219546,-95.388188,Simon Bolivar,Military,,,,
Simon Bolivar Statue,29.9564505,-90.0731944,Simon Bolivar,Military,,,,
Simón Bolívar Statue,25.7969499,-80.1301316,Simón Bolívar,Military,,,,
Simón Bolívar Statue,28.5428309,-81.3708776,Simón Bolívar,Military,,,,
Simón Bolívar Statue,40.7657216,-73.9758768,Simón Bolívar,Military,,,,
Simón Bolívar Statue,37.7798164,-122.4149956,Simón Bolívar,Military,,,,
The Liberator Simón Bolívar Memorial,38.8931257,-77.0420081,Simón Bolívar,Politician,,,,
Statue of Simon Kenton,39.0910807,-84.5068153,Simon Kenton,Pioneer,,,,
Sitting Bull Statue,48.1585223,-103.6134514,Sitting Bull,Native American,,,,
Sojourner Truth Monument,42.3162581,-85.1799039,Sojourner Truth,Social Reformer,,,,
Sojourner Truth Statue,41.7105539,-73.9545231,Sojourner Truth,Social Reformer,,,,
Soledad O. de Argüello Statue,37.4863432,-122.2324638,Soledad O. de Argüello,Founder,,,,
“The Solomon Juneau Monument” by Richard Henry Park,43.0427485,-87.8982954,Solomon Juneau,Politician,,,https://ir.4sqi.net/img/general/original/118060_Oee_DVMf9R91MG9qy69d4v5m4Lx3EdtfaaUdErjPyXo.jpg,no copyright
Sophie B. Wright Monument,29.9314931,-90.0743602,Sophie B. Wright,Other,Educator,,,
Sri Chinmoy Statue,47.6477272,-122.3474963,Sri Chinmoy,Religious,,,,
St. Ignatius Statue,40.8622447,-73.8850753,St. Ignatius,Religious,,,,
St. Ignatius Statue,43.039172,-87.9311958,St. Ignatius,Religious,,,,
St Jerome the Priest Statue,38.9135328,-77.0522448,St. Jerome,Religious,,,,
St. Viincent De Paul Statue,32.6822140464061,-97.1973862980077,St. Viincent De Paul,Religious,,,,
Stephen F. Austin-Munson Historical County Park,29.1504937,-95.4491408,Stephen F. Austin-Munson,Founder,,,,
Steven Stayner and Timothy White Monument,37.3114918,-120.4799687,"Steven Stayner, Timothy White",Other,Kidnapping victim and rescuer,,,
Stevens T. Mason Monument,42.3330787,-83.0494403,Stevens T. Mason,Politician,,,,
Strom Thurmond Monument,33.9995474,-81.0327778,Strom Thurmond,Politician,,,,
Brigadier General Strong Vincent Statue,42.1366606,-80.0856449,Strong Vincent,Military,,,,
Dr. Sun Yat-sen Plaza,40.715704,-74.0001022,Sun Yat-sen,Politician,,,,
Sun Yat-Sen Statue,34.0653546,-118.2370992,Sun Yat-Sen,Politician,,,,
Susan B. LaFlesche Statue,37.0193947440011,-76.3394748253911,Susan B. LaFlesche,Other,Doctor,,,
Sybil Ludington Statue,41.3930877,-73.4515313,Sybil Ludington,Patriot,Noteworthy,,,
Equestrian Statue of Tadeusz Kosciuszko,43.0031991,-87.9236174,Tadeusz Kosciuszko,Military,,,,
The monument of Tadeusz Kosciuszko,27.7732637,-82.6373377,Tadeusz Kosciuszko,Military,,,,
Statue of Tamanend,38.9822476,-76.484237,Tamanend,Native American,,,,
Tecumseh Statue,38.9822476,-76.484237,Tecumseh,Native American,,,,
Tecumseh The Great Shawnee Leader Statue,39.9295117,-83.812982,Tecumseh The Great Shawnee Leader,Native American,,,,
Ted Williams Statue,42.3460588,-71.096039,Ted Williams,Sports,,,,
Statue of Teedyuscung,40.0680863,-75.2201012,Teedyuscung,Native American,,,,
Terry Fox Monument And Statue,48.4843708,-89.1680472,Terry Fox,Sports,,,,
Gen. Thaddeus Kosciuszko Statue,42.3318654,-83.0580749,Thaddeus Kosciuszko,Military,,,,
Kosciuszko Statue,41.4075082,-75.6627297,Thaddeus Kosciuszko,Military,,,,
Thaddeus Stevens statue,39.8295475,-77.2311891,Thaddeus Stevens,Politician,,,,
Theodore Judah Monument,38.5808802,-121.5049612,Theodore Judah,Scientist,Engineer,,,
President Theodore Roosevelt Statue,44.0801092,-103.2271273,Theodore Roosevelt,President,,,,
Statue of Theodore Roosevelt,38.8974265,-77.063958,Theodore Roosevelt,President,,,,
Teddy Roosevelt on his Train Platform,40.1708101,-105.1033258,Theodore Roosevelt,President,,,,
